ingestion_year,ingestion_month,ingestion_day,id_sistema_cliente,macroactivo,cod_activo,aba,cod_perfil_riesgo,cod_banca,year,month
2024,1,16,10020203023,FICs,1010,152287468.6,1468,PR,2024,1
2023,12,11,10020203023,FICs,1008,100527918.6,1468,PR,2023,12
2024,3,7,10066848163,FICs,10007,3361633.2,1466,PN,2024,3
2024,1,31,10014876058,Renta Variable,1012,7778400,1466,PN,2024,1
2024,2,20,10079142847,Renta Variable,,2480000,1468,PF,2024,2
2024,2,27,10079142847,Renta Variable,1017,2557500,1468,PF,2024,2
2024,4,3,10039616197,Renta Variable,1012,16620800,1466,PN,2024,4
2024,5,10,10039616197,Renta Variable,1004,2280000,1466,,2024,5
2023,12,18,1.00114E+12,Renta Variable,1004,2365000,1466,PN,2023,12
2024,5,6,1.008E+11,FICs,1019,533620465.6,1467,PY,2024,5
2024,1,30,10020203023,Renta Fija,1001,670257500,1468,PR,2024,1
2024,3,6,10039616197,Renta Variable,1012,14331200,1466,PN,2024,3
2024,3,26,10020203023,Renta Fija,1001,668341000,1468,PR,2024,3
2024,2,19,10098522488,Renta Variable,,3457500,1466,PN,2024,2
2024,1,23,1.009E+11,FICs,1019,21797523.49,1467,PF,2024,1
2024,4,39553126,100FICs,1018,650060.72,1466,PN,2024,4,
2024,3,15,10020203023,FICs,1019,137645718.4,1468,PR,2024,3
2024,1,2,10032184607,Renta Variable,1014,,1468,PN,2024,1
2024,1,18,1.00109E+12,FICs,10007,1718.94,1468,PN,2024,1
2024,1,17,1.00103E+12,Renta Variable,1004,1167500,1468,PN,2024,1
2024,2,16,1.00114E+12,FICs,10007,10319.52,1468,PN,2024,2
2023,12,18,10026419826,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,1,17,10032184607,Renta Variable,1014,6754000,1468,PN,2024,1
2023,12,8,1.00114E+12,FICs,10007,10050.98,1468,PN,2023,12
2024,2,1,10079414250,Renta Variable,1004,1167500,1466,PN,2024,2
2023,12,14,10079142847,Renta Variable,1004,3715000,1468,PF,2023,12
2024,4,17,1.00109E+12,FICs,10007,1757.05,1468,PN,2024,4
2024,2,21,10020203023,FICs,1010,3078985.93,1468,PR,2024,2
2024,2,22,10079142847,Renta Variable,1014,3622500,1468,PF,2024,2
2024,1,24,1.00114E+12,FICs,10007,10254.73,1468,PN,2024,1
2023,12,11,10032184607,Renta Variable,1015,4025000,1468,PN,2023,12
2023,12,18,10014876058,Renta Variable,1012,7019080,1466,PN,2023,12
2024,1,18,10020203023,Renta Fija,1001,668697000,1468,,2024,1
2023,12,13,10071747544,FICs,10007,602479.43,1469,PN,2023,12
2024,4,11,10021382511,Renta Variable,1004,2245000,1466,PN,2024,4
2023,12,8,10020203023,FICs,1009,1977570.88,1468,PR,2023,12
2024,4,9,1.0089E+11,FICs,1008,22403096.66,1468,PR,2024,4
2024,4,22,1.00114E+12,FICs,10007,10481.71,1468,PN,2024,4
2024,3,21,10039553126,FICs,1018,651286.8,1466,PN,2024,3
2023,12,5,1.00902E+11,FICs,1019,1022147950,1467,PF,2023,12
2023,12,21,10039616197,Renta Variable,1012,12584320,1466,PN,2023,12
2024,4,17,10032184607,Renta Variable,1014,7264400,1468,PN,2024,4
2023,12,19,10071747544,FICs,10007,604772.4,1469,PN,2023,12
2024,1,19,1.00902E+11,FICs,1019,1039736607,1467,PF,2024,1
2024,2,29,1.00114E+12,FICs,10007,10366.02,1468,PN,2024,2
2023,12,13,1.008E+11,FICs,1019,318573194.4,1467,PY,2023,12
2024,1,22,1.008E+11,FICs,1019,424317083.5,1467,PY,2024,1
2023,11,24,1.0089E+11,FICs,1008,21298690.17,1468,PR,2023,11
2023,12,6,1.009E+11,FICs,10007,393078715.8,1467,PF,2023,12
2024,4,1,10032184607,Renta Variable,1022,3941860.56,1468,PN,2024,4
2024,4,3,10020203023,Renta Fija,1001,669835500,1468,PR,2024,4
2023,12,20,10020203023,FICs,1008,101370226.3,1468,PR,2023,12
2024,4,25,10098522488,Renta Variable,1004,3450000,1466,PN,2024,4
2024,2,9,10032184607,Renta Variable,None,4329000,1468,PN,2024,2
2024,1,4,1.00101E+12,FICs,10007,30254470.84,1468,PN,2024,1
2023,12,4,10039616197,Renta Variable,1004,2545000,1466,PN,2023,12
2024,2,9,10032184607,Renta Variable,1022,4560276.12,1468,PN,2024,2
2024,2,26,10098522488,Renta Variable,1004,3510000,1466,PN,2024,2
2023,12,1,10079142847,Renta Variable,1004,3744720,1468,PF,2023,12
2023,12,21,1.009E+11,FICs,1019,21567020.88,1467,PF,2023,12
2023,12,6,1.0089E+11,FICs,1019,142737288.5,1468,PR,2023,12
2024,4,18,10038643094,Renta Variable,1005,95300,1466,PN,2024,4
2024,3,19,1.00109E+12,FICs,10007,1748.8,1468,PN,2024,3
2024,2,29,10042890695,FICs,10007,30173733.04,None,PN,2024,2
2024,2,23,10039616197,Renta Variable,1004,2340000,1466,PN,2024,2
2024,5,2,1.009E+11,FICs,1019,22373217.36,1467,PF,2024,5
2024,1,9,10039616197,Renta Variable,1004,2445000,1466,PN,2024,1
2024,3,4,1.009E+11,FICs,1019,22048401.14,1467,PF,2024,3
2024,1,32184607,100Renta Variable,1002,9480000,1468,PN,2024,1,
2024,1,24,10032184607,Renta Variable,1016,5306700,1468,PN,2024,1
2024,1,26,1.00114E+12,FICs,10007,10259.3,1468,PN,2024,1
2023,12,7,10098522488,Renta Variable,1004,3682500,1466,PN,2023,12
2024,3,26,1.00105E+12,Renta Variable,1004,2115000,1466,PN,2024,3
2024,1,8,10020203023,FICs,1020,63477482.06,1468,PR,2024,1
2023,12,6,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,5,1,10079142847,Renta Variable,1017,3648700,1468,PF,2024,5
2023,11,23,10032184607,Renta Variable,1014,6230400,1468,PN,2023,11
2024,4,16,1.009E+11,FICs,1019,22279297.28,1467,PF,2024,4
2024,4,22,10098522488,Renta Variable,1004,3360000,1466,PN,2024,4
2024,3,8,1.00902E+11,FICs,1019,1053810657,1467,PF,2024,3
2023,11,29,1.0089E+11,FICs,1008,21340367.45,1468,PR,2023,11
2024,3,4,1.0089E+11,FICs,1019,146892812.3,1468,PR,2024,3
2024,4,26,10020203023,FICs,1008,156317878.3,1468,PR,2024,4
2024,2,15,1.00901E+11,FICs,1019,1052904508,1467,EG,2024,2
2024,5,6,10079142847,Renta Variable,1017,3658000,1468,PF,2024,5
2024,4,1,1.008E+11,FICs,1019,319123005.3,1467,PY,2024,4
2023,12,1,10032184607,Renta Variable,None,3962700,1468,PN,2023,12
2024,4,16,10020203023,FICs,1008,156071287.3,1468,PR,2024,4
2023,12,5,10020203023,Renta Fija,1001,657665000,1468,PR,2023,12
2024,2,19,10039616197,Renta Variable,1012,14246400,1466,PN,2024,2
2024,4,24,10038643094,Renta Variable,1005,95300,1466,PN,2024,4
2024,3,20,10071747544,FICs,10007,370548.13,1469,PN,2024,3
2024,3,13,10020203023,FICs,1020,64900887.61,1468,PR,2024,3
2024,4,29,10038643094,Renta Variable,1005,95300,1466,PN,2024,4
2024,3,11,1.009E+11,FICs,10007,368665766.5,1467,,2024,3
2024,2,19,10020203023,FICs,1008,155302155.8,1468,PR,2024,2
2024,2,14,1.009E+11,FICs,10007,1129067757,1467,PF,2024,2
2024,2,15,10020203023,Renta Fija,1000,366764900,1468,PR,2024,2
2024,3,5,1.008E+11,FICs,1019,316708486.6,1467,PY,2024,3
2024,4,8,10038643094,FICs,10007,290362.5,1466,PN,2024,4
2024,5,3,1.00114E+12,Renta Variable,1004,2255000,1466,PN,2024,5
2023,12,18,10038643094,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,1,15,1.00901E+11,FICs,1019,1044501729,1467,EG,2024,1
2023,12,21,1.008E+11,FICs,1019,380134037.7,1467,PY,2023,12
2024,4,24,10032184607,Renta Variable,1017,8760000,1468,PN,2024,4
2024,1,9,1.009E+11,FICs,1019,21718476.34,1467,PF,2024,1
2024,3,22,10038643094,Renta Variable,1005,90535,1466,PN,2024,3
2024,2,5,10020203023,Renta Fija,1001,671320000,1468,PR,2024,2
2024,3,26,1.0089E+11,FICs,1019,147857515.1,1468,PR,2024,3
2023,11,23,10032184607,Renta Variable,None,3885000,1468,PN,2023,11
2024,2,23,10038643094,Renta Variable,1005,101018,1466,PN,2024,2
2024,4,30,10032184607,Renta Variable,1017,9416000,1468,PN,2024,4
2024,1,31,10026419826,Renta Variable,1005,102924,1466,PN,2024,1
2024,3,39616197,100Renta Variable,1005,90535,1466,PN,2024,3,
2024,2,27,10079414250,Renta Variable,1004,1170000,1466,PN,2024,2
2024,4,18,1.00114E+12,FICs,10007,10470.39,1468,PN,2024,4
2024,1,3,10039538018,FICs,10007,329066.61,1468,PN,2024,1
2024,2,6,10014876058,Renta Variable,1012,7852480,1466,PN,2024,2
2023,12,19,10032184607,Renta Variable,1011,8083000,1468,PN,2023,12
2024,1,24,1.00114E+12,FICs,10007,10254.73,1468,PN,2024,1
2024,4,26,10020203023,FICs,1020,65863151.74,1468,PR,2024,4
2024,4,15,1.00114E+12,FICs,10007,10471.95,1468,PN,2024,4
2023,12,14,10032184607,FICs,1019,75489.51,1468,PN,2023,12
2024,4,4,10020203023,FICs,None,382126024.8,1468,PR,2024,4
2024,3,18,10038643094,Renta Variable,1005,90535,1466,PN,2024,3
2024,2,7,10021382511,Renta Variable,1004,2355000,1466,PN,2024,2
2024,5,3,10032184607,Renta Variable,1002,12480000,1468,PN,2024,5
2024,1,31,10032184607,Renta Variable,1017,6600000,1468,PN,2024,1
2024,2,23,1.00114E+12,Renta Variable,1004,2340000,1466,PN,2024,2
2023,12,14,10032184607,Renta Variable,1017,4920000,1468,PN,2023,12
2024,1,18,10038643094,FICs,10007,284099.49,1466,PN,2024,1
2024,3,6,10038643094,FICs,1018,86345716.16,1466,PN,2024,3
2024,2,14,1.00101E+12,FICs,10007,32119923.19,1468,PN,2024,2
2024,1,17,10079142847,Renta Variable,1017,2526500,1468,PF,2024,1
2024,4,19,10038643094,Renta Variable,1005,95300,1466,PN,2024,4
2023,12,20,1.008E+11,FICs,1019,379720680.6,1467,PY,2023,12
2024,3,4,1.008E+11,FICs,1019,316609454,1467,,2024,3
2023,12,12,1.00114E+12,FICs,10007,10064.03,1468,PN,2023,12
2023,11,24,1.00109E+12,FICs,10007,1678.36,1468,PN,2023,11
2023,11,29,1.00105E+12,Renta Variable,1004,2540000,1466,PN,2023,11
2024,2,21,10039553126,FICs,1018,647151.41,1466,PN,2024,2
2024,3,29,10014876058,Renta Variable,1012,9158140,1466,PN,2024,3
2024,4,17,10021382511,Renta Variable,1004,2240000,1466,PN,2024,4
2023,12,11,10039616197,Renta Variable,1012,13398400,1466,PN,2023,12
2024,2,8,10026419826,Renta Variable,1005,101018,1466,PN,2024,2
2024,2,16,1.009E+11,FICs,10007,1129512319,1467,PF,2024,2
2024,2,28,10039616197,Renta Variable,1005,90535,1466,PN,2024,2
2023,11,28,10032184607,FICs,1019,75104.04,1468,PN,2023,11
2024,4,9,10032184607,Renta Variable,1002,12615000,1468,PN,2024,4
2023,11,24,10079142847,Renta Variable,1014,3215400,1468,PF,2023,11
2024,4,23,10039616197,Renta Variable,1012,15348800,1466,PN,2024,4
2024,3,14,10039616197,Renta Variable,1012,15688000,1466,PN,2024,3
2024,2,19,10079142847,Renta Variable,1017,2551300,1468,PF,2024,2
2024,5,10,10020203023,Renta Fija,1001,669091000,1468,PR,2024,5
2023,12,13,10098522488,Renta Variable,1004,3690000,1466,PN,2023,12
2024,2,21,10032184607,Renta Variable,1022,4560276.12,1468,PN,2024,2
2024,2,1,10026419826,Renta Variable,1005,101018,1466,PN,2024,2
2024,4,25,100,32184607,FICs,1019,78472.41,1468,PN,2024
2024,4,22,10014876058,Renta Variable,1012,8334000,1466,PN,2024,4
2024,5,14,10039553126,FICs,1018,650528.06,1466,PN,2024,5
2023,12,13,10039616197,Renta Variable,1004,2460000,1466,PN,2023,12
2024,1,24,10032184607,Renta Variable,1015,5630000,1468,PN,2024,1
2024,4,24,10039553126,FICs,1018,647230.85,1466,PN,2024,4
2024,1,30,10039616197,Renta Variable,1005,102924,1466,PN,2024,1
2024,3,7,10038643094,FICs,1018,86386339.22,1466,PN,2024,3
2024,5,14,10039616197,Renta Variable,1004,2265000,1466,PN,2024,5
2024,4,26,10014876058,Renta Variable,1012,8287700,1466,PN,2024,4
2024,2,28,10032184607,Renta Variable,1002,11040000,1468,PN,2024,2
2024,4,18,1.00901E+11,FICs,1019,1069751397,1467,EG,2024,4
2024,3,4,10038643094,FICs,1018,86347759.18,1466,PN,2024,3
2024,1,3,10014876058,Renta Variable,1012,7556160,1466,PN,2024,1
2024,1,5,10020203023,Renta Fija,1001,672676000,1468,PR,2024,1
2024,5,14,10039538018,FICs,10007,340775.44,1468,PN,2024,5
2024,2,7,1.009E+11,FICs,1019,21872875.3,1467,PF,2024,2
2024,2,6,10079142847,Renta Variable,1014,3631700,1468,PF,2024,2
2023,12,14,10079142847,Renta Variable,1017,1906500,1468,PF,2023,12
2024,4,26,1.009E+11,FICs,10007,329210021.4,1467,PF,2024,4
2024,3,13,1.0089E+11,FICs,1008,22339933.5,1468,PR,2024,3
2023,12,13,10032184607,Renta Variable,1022,5233011.12,1468,PN,2023,12
2023,12,1,10038643094,FICs,1018,82355744.48,1466,PN,2023,12
2024,4,24,10020203023,FICs,1008,156390551.5,1468,PR,2024,4
2024,2,26,1.00114E+12,Renta Variable,1004,2340000,1466,PN,2024,2
2024,4,25,1.009E+11,FICs,10007,329161627.6,1467,PF,2024,4
2023,11,29,10020203023,Renta Fija,1001,656328000,1468,PR,2023,11
2024,3,25,10039616197,Renta Variable,1004,2115000,1466,PN,2024,3
2024,3,19,10066848163,FICs,10007,2070866.67,1466,PN,2024,3
2024,2,28,10036346714,Renta Variable,1004,1180000,1466,PN,2024,2
2024,1,19,1.00105E+12,Renta Variable,1004,2300000,1466,PN,2024,1
2024,3,11,1.00114E+12,FICs,10007,10402.54,1468,PN,2024,3
2024,1,9,10039616197,Renta Variable,1005,86723,1466,PN,2024,1
2024,1,17,10039616197,Renta Variable,1004,2335000,1466,PN,2024,1
2024,4,2,10039616197,Renta Variable,1012,16620800,1466,PN,2024,4
2024,2,28,10020203023,FICs,None,409649285.6,1468,PR,2024,2
2024,4,11,10042890695,FICs,10007,30491080.66,None,PN,2024,4
2023,12,4,1.008E+11,FICs,1019,408004033.4,1467,PY,2023,12
2024,4,4,10020203023,FICs,1019,140966465.9,1468,PR,2024,4
2024,1,30,10039553126,FICs,1018,642416.69,1466,PN,2024,1
2024,4,5,10021382511,Renta Variable,1004,2320000,1466,PN,2024,4
2023,12,15,1.00901E+11,FICs,1019,1032004664,1467,EG,2023,12
2024,4,4,10079414250,Renta Variable,1004,1095000,1466,PN,2024,4
2024,3,5,10039616197,Renta Variable,1004,2240000,1466,PN,2024,3
2024,4,24,1.009E+11,FICs,10007,328993753,1467,PF,2024,4
2024,4,9,10020203023,FICs,1008,156743381.1,1468,PR,2024,4
2024,5,10,1.009E+11,FICs,10007,104425594.1,1467,PF,2024,5
2023,12,21,10038643094,FICs,1018,83769254.5,1466,PN,2023,12
2023,11,24,10039616197,Renta Variable,1004,2500000,1466,PN,2023,11
2024,2,9,1.00105E+12,Renta Variable,1004,2340000,1466,PN,2024,2
2023,12,7,10079142847,Renta Variable,1014,3208500,1468,PF,2023,12
2023,11,28,1.00114E+12,FICs,10007,10017.53,1468,PN,2023,11
2023,12,19,10038643094,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,1,22,1.0083E+11,Renta Variable,1005,171504,1466,PY,2024,1
2024,1,4,10039616197,Renta Variable,1004,2420000,1466,PN,2024,1
2023,12,4,10039538018,FICs,10007,324006.49,1468,PN,2023,12
2024,4,30,10039616197,Renta Variable,1004,2310000,1466,PN,2024,4
2024,3,12,1.0089E+11,FICs,1019,147275617.3,1468,PR,2024,3
2024,4,4,1.00101E+12,FICs,10007,30842000.43,1468,PN,2024,4
2024,1,19,1.00114E+12,FICs,10007,10249.14,1468,PN,2024,1
2024,2,23,1.00103E+12,Renta Variable,1004,1170000,1468,PN,2024,2
2024,4,3,10032184607,Renta Variable,1022,3941860.56,1468,PN,2024,4
2024,2,9,10020203023,Renta Fija,1001,671908000,1468,PR,2024,2
2023,12,13,1.0083E+11,Renta Variable,1005,124658,1466,PY,2023,12
2024,1,15,10038643094,FICs,10007,283823.17,1466,PN,2024,1
2024,1,18,10039538018,FICs,10007,330770.96,1468,PN,2024,1
2024,2,2,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2023,11,24,10039538018,FICs,10007,322962.67,1468,PN,2023,11
2023,12,18,10039616197,Renta Variable,1012,12855680,1466,PN,2023,12
2023,12,8,10032184607,Renta Variable,1022,5233011.12,1468,PN,2023,12
2024,4,8,10026419826,Renta Variable,1005,90535,1466,PN,2024,4
2024,1,4,10032184607,Renta Variable,1022,4723717.2,1468,PN,2024,1
2024,3,5,1.00902E+11,FICs,1019,1052650405,1467,PF,2024,3
2023,12,21,10026419826,Renta Variable,1005,82911,1466,PN,2023,12
2024,1,16,1.00114E+12,FICs,10007,10240.08,1468,PN,2024,1
2024,3,19,1.00101E+12,FICs,10007,30728575.35,1468,PN,2024,3
2024,2,7,10039616197,Renta Variable,1012,14263360,1466,PN,2024,2
2024,2,5,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2023,12,11,1.00901E+11,FICs,1019,1029898160,1467,EG,2023,12
2024,4,25,10020203023,FICs,10007,83153008.35,1468,PR,2024,4
2024,3,25,10032184607,Renta Variable,1022,3941860.56,1468,PN,2024,3
2024,3,5,10032184607,Renta Variable,1016,5187000,1468,PN,2024,3
2023,11,23,1.00103E+12,Renta Variable,1004,1257500,1468,PN,2023,11
2024,2,27,10038643094,FICs,10007,286935.85,1466,PN,2024,2
2024,1,4,1.00901E+11,FICs,1019,1040991871,1467,EG,2024,1
2023,11,29,10026419826,Renta Variable,1005,74810.5,1466,PN,2023,11
2024,3,1,10032184607,FICs,1019,77406.74,1468,PN,2024,3
2024,4,5,1.0089E+11,FICs,1008,22400913.77,1468,PR,2024,4
2024,2,5,10032184607,Renta Variable,1011,8589900,1468,PN,2024,2
2024,1,31,10039616197,Renta Variable,1012,14246400,1466,PN,2024,1
2024,2,12,10066848163,FICs,10007,3010787.38,1466,PN,2024,2
2024,5,3,1.0083E+11,Renta Variable,1005,158800,1466,PY,2024,5
2024,4,15,1.0089E+11,FICs,1019,148395726.4,1468,PR,2024,4
2023,12,15,10020203023,FICs,1010,152415201.5,1468,PR,2023,12
2023,11,29,1.009E+11,FICs,10007,392117220.6,1467,PF,2023,11
2024,1,16,10079414250,Renta Variable,1004,1187500,1466,PN,2024,1
2024,3,1,10039616197,Renta Variable,1004,2290000,1466,PN,2024,3
2024,1,26,10039616197,Renta Variable,1004,2355000,1466,PN,2024,1
2023,12,15,10020203023,Renta Fija,1001,661252500,1468,PR,2023,12
2024,5,10,10041560001,Renta Variable,1004,1140000,1466,PN,2024,5
2024,3,7,10032184607,Renta Variable,1016,5123160,1468,PN,2024,3
2024,3,25,1.0089E+11,FICs,1019,147857515.1,1468,PR,2024,3
2023,11,28,1.00109E+12,FICs,10007,1680.46,1468,PN,2023,11
2024,2,19,10014876058,Renta Variable,1012,7778400,1466,PN,2024,2
2023,12,15,10020203023,FICs,10007,12135347.72,1468,PR,2023,12
2024,2,27,1004870235,Renta Variable,1004,7745400,1469,PN,2024,2
2023,12,8,10039553126,FICs,1018,620815.65,1466,PN,2023,12
2023,12,6,10039616197,Renta Variable,1012,12974400,1466,PN,2023,12
2023,12,20,10021382511,Renta Variable,1004,2370000,1466,PN,2023,12
2024,3,27,10020203023,FICs,None,395142495.6,1468,PR,2024,3
2024,3,13,10066848163,FICs,10007,3067320.86,1466,PN,2024,3
2024,4,17,1.008E+11,FICs,1019,810349462.6,1467,PY,2024,4
2024,4,12,10079414250,Renta Variable,1004,1122500,1466,PN,2024,4
2023,12,5,10038643094,FICs,10007,278341.55,1466,PN,2023,12
2024,3,29,10026419826,Renta Variable,1005,90535,1466,PN,2024,3
2024,4,25,1.00103E+12,Renta Variable,1004,1150000,1468,PN,2024,4
2023,11,24,10032184607,Renta Variable,None,3885000,1468,PN,2023,11
2024,4,4,10038643094,FICs,1018,86721630.68,1466,PN,2024,4
2023,12,21,10020203023,FICs,None,490942585.6,1468,PR,2023,12
2024,2,7,1.00101E+12,FICs,10007,32036274.93,1468,PN,2024,2
2024,5,9,1.0089E+11,FICs,1019,149380081.9,1468,PR,2024,5
2024,3,25,10032184607,Renta Variable,1002,11745000,1468,PN,2024,3
2024,4,17,10032184607,Renta Variable,1011,9842080,1468,PN,2024,4
2024,4,5,10039538018,FICs,10007,337840.9,1468,PN,2024,4
2024,4,25,1.009E+11,FICs,1019,22330809.41,1467,PF,2024,4
2024,2,20,10039553126,FICs,1018,647012.79,1466,PN,2024,2
2023,12,13,1.00103E+12,Renta Variable,1004,1230000,1468,PN,2023,12
2024,5,1,10020203023,FICs,1019,121845625.2,1468,PR,2024,5
2024,1,4,10039553126,FICs,1018,635338.42,1466,PN,2024,1
2024,1,22,10032184607,Renta Variable,1014,6908000,1468,PN,2024,1
2024,4,16,1.00105E+12,Renta Variable,1004,2240000,1466,PN,2024,4
2024,4,10,10032184607,Renta Variable,1016,5905200,1468,PN,2024,4
2024,2,16,10032184607,Renta Variable,1014,6793600,1468,PN,2024,2
2024,4,18,10020203023,Renta Fija,1000,367671300,1468,PR,2024,4
2024,5,3,10079142847,Renta Variable,1014,3753600,1468,PF,2024,5
2024,1,3,10039553126,FICs,1018,635126.09,1466,PN,2024,1
2023,12,14,1.008E+11,FICs,1019,318715729.8,1467,PY,2023,12
2024,5,2,1.00901E+11,FICs,1019,1073947356,1467,EG,2024,5
2024,2,15,1.00109E+12,FICs,10007,1731.12,1468,PN,2024,2
2023,11,27,10039616197,Renta Variable,1012,12923520,1466,PN,2023,11
2024,5,2,10032184607,Renta Variable,1015,7110000,1468,PN,2024,5
2024,5,1,10039538018,FICs,10007,339327.77,1468,PN,2024,5
2023,12,8,10079142847,Renta Variable,1004,3662990,1468,PF,2023,12
2024,1,29,1.00105E+12,Renta Variable,1004,2400000,1466,PN,2024,1
2024,1,29,10038643094,FICs,10007,284504.98,1466,PN,2024,1
2024,4,12,10039538018,FICs,10007,337760.79,1468,PN,2024,4
2024,4,26,10038643094,Renta Variable,1005,95300,1466,PN,2024,4
2024,5,9,10020203023,FICs,None,389551708,1468,PR,2024,5
2024,1,5,1.00114E+12,Renta Variable,1004,2405000,1466,PN,2024,1
2024,1,9,10039553126,FICs,1018,636471.93,1466,PN,2024,1
2023,12,19,10042890695,FICs,10007,33405762.24,None,PN,2023,12
2024,1,16,10038643094,Renta Variable,1005,83864,1466,PN,2024,1
2024,2,16,10039538018,FICs,10007,333113.67,1468,PN,2024,2
2024,4,10,10079142847,Renta Variable,1004,3402940,1468,PF,2024,4
2024,4,16,10038643094,FICs,10007,290397.3,1466,PN,2024,4
2024,3,5,10032184607,Renta Variable,1022,3941860.56,1468,PN,2024,3
2024,2,21,10038643094,FICs,1018,86130096.67,1466,PN,2024,2
2024,1,25,10038643094,FICs,1018,85379705.67,1466,PN,2024,1
2024,4,15,10026419826,Renta Variable,1005,95300,1466,PN,2024,4
2024,2,26,1.0083E+11,Renta Variable,1005,168328,1466,PY,2024,2
2023,12,4,10020203023,FICs,1019,90697583,1468,PR,2023,12
2024,4,24,10039616197,Renta Variable,1004,2275000,1466,PN,2024,4
2024,3,28,1.0083E+11,Renta Variable,1005,150860,1466,PY,2024,3
2024,3,14,10032184607,Renta Variable,1017,7368000,1468,PN,2024,3
2024,2,7,1004870235,Renta Variable,1004,7795050,1469,PN,2024,2
2024,1,23,10038643094,FICs,1018,85347598.19,1466,PN,2024,1
2024,5,6,1.0089E+11,FICs,1019,149233180.4,1468,PR,2024,5
2024,5,9,10039616197,Renta Variable,1004,2280000,1466,PN,2024,5
2024,3,18,10071747544,FICs,10007,370361.98,1469,PN,2024,3
2024,2,19,10038643094,FICs,1018,86076847.82,1466,PN,2024,2
2023,11,27,1.0089E+11,FICs,1008,21323851.42,1468,PR,2023,11
2023,11,23,10038643094,FICs,1018,82084649.26,1466,PN,2023,11
2024,4,5,10032184607,Renta Variable,1011,9370800,1468,PN,2024,4
2024,2,20,10014876058,Renta Variable,1012,7685800,1466,PN,2024,2
2024,4,16,1.00902E+11,FICs,1019,1063341409,1467,PF,2024,4
2024,3,14,10026419826,Renta Variable,1005,90535,1466,PN,2024,3
2024,3,26,10042890695,FICs,10007,30409911.24,None,PN,2024,3
2024,3,1,10036346714,Renta Variable,1004,1145000,1466,PN,2024,3
2024,4,11,10098522488,Renta Variable,1004,3367500,1466,PN,2024,4
2023,12,21,10066848163,FICs,10007,10853882.41,1466,PN,2023,12
2024,3,15,10066848163,FICs,10007,2768948.54,1466,PN,2024,3
2024,3,27,1.0089E+11,FICs,1008,22402549.69,1468,PR,2024,3
2024,1,15,10039616197,Renta Variable,1012,15009600,1466,PN,2024,1
2024,2,16,10039616197,Renta Variable,1012,14076800,1466,PN,2024,2
