ingestion_year,ingestion_month,ingestion_day,id_sistema_cliente,simbol,cusip,isin,nombre_activo,cantidad,valor_mercado,fecha_vencimiento,tasa_cupon
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,42955.45,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,65159.85,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,42759.63,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,122.35,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,33831.41,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,34513.48,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,69529.33,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,33811.64,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,34824.86,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.81,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,67752.04,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,67308.17,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.1,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,42485.45,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,67589.52,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,42747.55,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,34365.2,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,61536.82,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,38391.28,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.51,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,33213.6,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,39336.12,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,43265.53,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,42628.74,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,50167.31,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.73,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,34859.45,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,39613.27,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,40524.13,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,32165.79,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,35931.98,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,65105.23,1/01/1900,0
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,50068.89,06/19/2025,6.25
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,67872.56,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,73734.95,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,62665.6,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,199.92,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.29,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,41834.55,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,43376,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,32388.2,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,60189.56,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,35650.25,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,38335.15,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,34098.31,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,40285.88,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,67646.21,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,34024.17,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,39831.89,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,73534.68,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,68782.87,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,36223.58,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,44828.09,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,199.79,1/01/1900,0
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,50068.89,06/19/2025,6.25
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,76484.08,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,67326.38,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,33866.01,1/01/1900,0
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,49931.53,06/19/2025,6.25
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.22,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,33099.92,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.91,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,200.33,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,34286.12,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,200.1,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,33697.97,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,45368.14,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,35793.59,1/01/1900,0
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,50068.89,06/19/2025,6.25
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,49931.53,06/19/2025,6.25
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,43158.15,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,41337.87,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,36100.02,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,43450.77,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,76921.03,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,79178.59,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,43600.91,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,39423.09,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,200.46,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,60207.77,1/01/1900,0
2024,3,1,10039553126,USD,USD999997,Liquidez,CASH,0,-68000,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,199.97,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,73607.5,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,32358.55,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,77703.89,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,35956.69,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,200.15,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,68000.07,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,44073.41,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,33762.22,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,122.18,1/01/1900,0
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,50068.89,06/19/2025,6.25
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,50068.89,06/19/2025,6.25
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,66270.42,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.31,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,34216.93,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,40628.12,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,36050.6,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,35220.26,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,67828.18,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,42456.66,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,78869.09,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,43990.42,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,200.28,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,74153.69,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,32882.45,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,32842.91,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,44638.67,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.62,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,72533.34,1/01/1900,0
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,50068.89,06/19/2025,6.25
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,49931.53,06/19/2025,6.25
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,49931.53,06/19/2025,6.25
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,199.48,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,33831.41,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.17,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,63047.93,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,35986.34,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,65123.43,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,41553.13,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,42391.94,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,36277.95,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,36500.36,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,34567.85,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,73680.33,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,200.64,1/01/1900,0
2024,3,1,10039553126,nan,L4058R191,LU0109392836,FRANKLIN TECHNOLOGY FUND CLASS A (ACC)    ,1820.616,82018.75,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,50154.47,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,46836.95,1/01/1900,0
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,49931.53,06/19/2025,6.25
2024,3,1,10039553126,nan,P15383EG6,XS2737008388,BANISTMO S A MEDIUM TERM NOTES ISIN#XS2737008388 6.250% 06/19/25 REG DTD 12/19/23 ,50000,50000,06/19/2025,6.25
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,43729.1,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,41974.35,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,33930.26,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,67931.21,1/01/1900,0
2024,3,1,10039553126,nan,L1049H415,LU0072462426,BGF GLOBAL ALLOCATION FUND CLASS A2 (USD)  ,494.25,34854.51,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,200.69,1/01/1900,0
2024,3,1,10039553126,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,1870.92,45791.29,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,121.4,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,122.05,1/01/1900,0
2024,3,1,10039553126,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,199.45,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,170.56,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,1134.77,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,187.15,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,1135.49,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,1163.47,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,120,6910.8,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,120,7004.4,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,207,11877.66,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,207,11900.43,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,187.1,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,1104.42,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,120,6991.2,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,120,6968.4,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,207,11931.48,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,171.02,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,170.98,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,1133.75,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,171.17,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,120,6960,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,170.67,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,207,11919.06,1/01/1900,0
2024,3,1,10039616197,USD,USD999997,Liquidez,CASH,0,15.64,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,120,6952.8,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,171.13,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,207,11898.36,1/01/1900,0
2024,3,1,10039616197,VGSH,92206C102,US92206C1027,VANGUARD SCOTTSDALE FDS VANGUARD SHORT-TERM TREAS INDEX FD  ,207,11916.99,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,1104.7,1/01/1900,0
2024,3,1,10039616197,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,1162.73,1/01/1900,0
